Shop_Name,Location,Date,Product_Type,Brand,Quantity_Sold,Unit_Price,Payment_Mode,Customer_Age
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-26,Beer,Smirnoff,3.0,750,Cash,30.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-15,Beer,Smirnoff,5.0,90,Card,
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-22,Brandy,,1.0,750,Cash,18.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-10,Brandy,Bacardi,4.0,120,Card,44.0
Teja Wines – SN Padu,SN Padu,2025-11-28,Brandy,Signature,4.0,500,Cash,21.0
Teja Wines – SN Padu,SN Padu,2025-07-27,Brandy,Kingfisher,2.0,300,,42.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-29,Whisky,,5.0,90,Card,35.0
Teja Wines – SN Padu,SN Padu,2025-10-09,Beer,Signature,1.0,220,Cash,64.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-23,Whisky,Smirnoff,4.0,1000,,19.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-09,Brandy,Kingfisher,10.0,150,UPI,26.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-30,Rum,,20.0,150,,50.0
Teja Wines – Ongole,Ongole,2025-09-12,Whisky,,4.0,1000,,51.0
Teja Wines – Ongole,Ongole,2025-12-20,Whisky,Smirnoff,20.0,750,,25.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-26,Rum,,10.0,750,Cash,56.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-16,Rum,Kingfisher,4.0,180,Card,40.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-14,Vodka,Kingfisher,5.0,300,Cash,35.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-05,Wine,Smirnoff,2.0,750,Cash,39.0
Teja Wines – Ongole,Ongole,2025-07-23,Beer,Royal Stag,4.0,220,Cash,63.0
Teja Wines – Ongole,Ongole,2025-07-11,Wine,McDowell's,4.0,750,UPI,29.0
Teja Wines – SN Padu,SN Padu,2025-07-19,Beer,Smirnoff,10.0,90,,57.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-24,Vodka,Kingfisher,5.0,220,Cash,42.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-18,Beer,,5.0,150,Cash,51.0
Teja Wines – Ongole,Ongole,2025-08-02,Wine,McDowell's,3.0,180,,35.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-24,Wine,Bacardi,10.0,180,UPI,50.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-30,Beer,McDowell's,4.0,300,Cash,38.0
Teja Wines – SN Padu,SN Padu,2025-10-20,Wine,McDowell's,,500,Cash,53.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-13,Beer,Bacardi,1.0,90,Cash,55.0
Teja Wines – Ongole,Ongole,2025-09-15,Vodka,,,150,Cash,41.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-07,Wine,Smirnoff,10.0,120,,44.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-18,Vodka,,1.0,120,,44.0
Teja Wines – Ongole,Ongole,2025-10-20,Wine,McDowell's,20.0,90,UPI,26.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-28,Wine,McDowell's,20.0,300,,41.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-03,Vodka,McDowell's,5.0,1000,Card,21.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-24,Whisky,Royal Stag,20.0,1000,Cash,64.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-05,Rum,Royal Stag,5.0,220,,39.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-16,Whisky,McDowell's,3.0,300,,37.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-17,Beer,,,750,Cash,59.0
Teja Wines – Ongole,Ongole,2025-10-06,Whisky,Signature,4.0,300,Card,39.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-29,Wine,McDowell's,,220,Cash,53.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-20,Beer,Signature,4.0,220,Cash,37.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-01,Brandy,McDowell's,5.0,1000,Card,34.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-22,Wine,Kingfisher,2.0,180,,47.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-27,Vodka,Signature,5.0,500,UPI,44.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-13,Brandy,Royal Stag,,220,Cash,59.0
Teja Wines – SN Padu,SN Padu,2025-10-18,Vodka,,3.0,120,Cash,44.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-10,Brandy,Kingfisher,4.0,180,UPI,61.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-02,Rum,McDowell's,10.0,120,UPI,35.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-25,Vodka,,2.0,220,,29.0
Teja Wines – SN Padu,SN Padu,2025-12-17,Rum,,1.0,150,Cash,64.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-11,Wine,Royal Stag,2.0,150,,57.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-09,Rum,,3.0,180,UPI,41.0
Teja Wines – Ongole,Ongole,2025-08-31,Rum,Smirnoff,4.0,90,Cash,60.0
Teja Wines – SN Padu,SN Padu,2025-08-13,Vodka,McDowell's,2.0,300,Cash,57.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-15,Brandy,Signature,10.0,150,Cash,64.0
Teja Wines – SN Padu,SN Padu,2025-12-19,Beer,Bacardi,4.0,1000,Card,39.0
Teja Wines – Ongole,Ongole,2025-10-06,Rum,Kingfisher,20.0,300,,64.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-10,Brandy,Bacardi,4.0,180,Cash,52.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-26,Wine,Royal Stag,1.0,300,Card,20.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-15,Brandy,Bacardi,10.0,180,Card,45.0
Teja Wines – SN Padu,SN Padu,2025-07-02,Rum,Smirnoff,3.0,220,Cash,24.0
Teja Wines – SN Padu,SN Padu,2025-08-18,Beer,Kingfisher,4.0,500,Card,24.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-09,Beer,McDowell's,5.0,1000,Card,61.0
Teja Wines – SN Padu,SN Padu,2025-07-03,Vodka,Kingfisher,2.0,220,,49.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-10,Wine,,5.0,120,Card,52.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-08,Vodka,Royal Stag,2.0,150,Cash,53.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-25,Brandy,McDowell's,1.0,1000,,40.0
Teja Wines – Ongole,Ongole,2025-09-12,Brandy,Signature,10.0,150,Card,56.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-11,Vodka,McDowell's,3.0,220,Card,35.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-14,Rum,Royal Stag,,500,,49.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-26,Whisky,Signature,10.0,120,Cash,56.0
Teja Wines – SN Padu,SN Padu,2025-10-02,Brandy,Kingfisher,5.0,180,,60.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-25,Brandy,Royal Stag,2.0,300,,38.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-20,Brandy,Kingfisher,2.0,750,UPI,58.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-03,Beer,Signature,2.0,500,Cash,30.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-30,Vodka,Kingfisher,10.0,180,,
Teja Wines – Ongole,Ongole,2025-09-10,Vodka,Kingfisher,5.0,220,Cash,37.0
Teja Wines – Ongole,Ongole,2025-08-22,Whisky,McDowell's,4.0,1000,Cash,49.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-07,Rum,McDowell's,1.0,1000,UPI,42.0
Teja Wines – Ongole,Ongole,2025-10-10,Rum,Smirnoff,3.0,220,Cash,31.0
Teja Wines – SN Padu,SN Padu,2025-11-26,Wine,Smirnoff,3.0,180,Cash,60.0
Teja Wines – Ongole,Ongole,2025-07-07,Vodka,Kingfisher,1.0,220,UPI,31.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-24,Beer,Signature,1.0,180,UPI,47.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-26,Beer,McDowell's,,120,UPI,62.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-11,Rum,Signature,20.0,500,UPI,60.0
Teja Wines – SN Padu,SN Padu,2025-08-16,Brandy,Smirnoff,10.0,750,Cash,57.0
Teja Wines – Ongole,Ongole,2025-07-20,Wine,McDowell's,,220,Card,42.0
Teja Wines – Ongole,Ongole,2025-09-24,Beer,,5.0,120,UPI,36.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-05,Whisky,Kingfisher,10.0,500,Card,44.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-08,Wine,Kingfisher,2.0,1000,Cash,31.0
Teja Wines – SN Padu,SN Padu,2025-12-20,Beer,,2.0,180,UPI,29.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-06,Vodka,Kingfisher,1.0,150,,62.0
Teja Wines – SN Padu,SN Padu,2025-10-20,Rum,Signature,1.0,120,UPI,
Teja Wines – Kothapatnam,Kothapatnam,2025-12-28,Wine,Smirnoff,1.0,750,Card,55.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-08,Rum,Royal Stag,1.0,150,,36.0
Teja Wines – Ongole,Ongole,2025-09-20,Whisky,Smirnoff,4.0,180,Card,40.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-09,Vodka,Bacardi,2.0,20000,Cash,20.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-20,Vodka,Kingfisher,,180,UPI,28.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-22,Rum,Signature,2.0,300,UPI,63.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-01,Vodka,Royal Stag,3.0,90,,38.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-29,Wine,,5.0,1000,,36.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-29,Rum,Kingfisher,2.0,180,Cash,55.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-15,Rum,,3.0,90,Cash,50.0
Teja Wines – Ongole,Ongole,2025-09-10,Brandy,,1.0,150,,29.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-20,Brandy,Kingfisher,1.0,500,,27.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-27,Brandy,Signature,2.0,1000,Cash,52.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-27,Rum,Kingfisher,4.0,120,Cash,56.0
Teja Wines – Ongole,Ongole,2025-12-17,Vodka,Kingfisher,2.0,750,UPI,45.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-05,Rum,Royal Stag,2.0,750,Cash,47.0
Teja Wines – SN Padu,SN Padu,2025-08-29,Beer,Signature,3.0,750,,28.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-19,Wine,Smirnoff,5.0,300,,39.0
Teja Wines – SN Padu,SN Padu,2025-09-03,Vodka,Bacardi,,300,UPI,54.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-13,Brandy,Kingfisher,4.0,300,,29.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-20,Whisky,Smirnoff,,300,UPI,38.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-24,Rum,Signature,1.0,1000,Cash,29.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-24,Whisky,Bacardi,10.0,220,Card,28.0
Teja Wines – SN Padu,SN Padu,2025-11-23,Whisky,Bacardi,10.0,120,,27.0
Teja Wines – SN Padu,SN Padu,2025-12-02,Wine,Smirnoff,5.0,90,UPI,34.0
Teja Wines – Ongole,Ongole,2025-08-22,Beer,,1.0,300,Cash,27.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-12,Rum,Signature,4.0,220,Card,
Teja Wines – SN Padu,SN Padu,2025-07-17,Rum,Smirnoff,4.0,750,Card,25.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-08,Vodka,Royal Stag,,120,,27.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-27,Brandy,Bacardi,2.0,300,Cash,29.0
Teja Wines – Ongole,Ongole,2025-11-23,Whisky,Kingfisher,5.0,1000,UPI,44.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-09,Rum,Bacardi,5.0,500,Cash,19.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-06,Rum,Signature,4.0,120,Card,20.0
Teja Wines – SN Padu,SN Padu,2025-09-03,Wine,,1.0,1000,,41.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-19,Beer,Royal Stag,,120,Card,64.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-21,Whisky,Kingfisher,,1000,Card,44.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-05,Wine,Smirnoff,20.0,180,UPI,37.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-23,Beer,Smirnoff,3.0,1000,UPI,24.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-29,Beer,Kingfisher,5.0,150,Card,57.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-30,Vodka,Royal Stag,4.0,750,UPI,19.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-24,Beer,McDowell's,5.0,1000,Cash,47.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-28,Brandy,Bacardi,1.0,90,Cash,60.0
Teja Wines – Ongole,Ongole,2025-10-25,Beer,McDowell's,,90,Card,32.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-20,Rum,,5.0,90,Card,59.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-07,Wine,Signature,3.0,220,Cash,37.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-26,Whisky,Signature,2.0,500,UPI,54.0
Teja Wines – SN Padu,SN Padu,2025-10-31,Brandy,Royal Stag,10.0,90,Card,24.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-17,Brandy,McDowell's,,300,UPI,54.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-13,Beer,Bacardi,,220,,49.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-15,Brandy,Bacardi,2.0,220,UPI,58.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-14,Vodka,McDowell's,3.0,300,Card,44.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-01,Whisky,Kingfisher,5.0,750,,47.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-22,Beer,Bacardi,3.0,180,Card,51.0
Teja Wines – Ongole,Ongole,2025-09-10,Vodka,Bacardi,20.0,120,,54.0
Teja Wines – Ongole,Ongole,2025-10-20,Vodka,McDowell's,20.0,750,Card,51.0
Teja Wines – Ongole,Ongole,2025-07-05,Rum,,2.0,1000,,20.0
Teja Wines – Ongole,Ongole,2025-08-11,Brandy,,4.0,120,,50.0
Teja Wines – SN Padu,SN Padu,2025-11-18,Whisky,,20.0,180,Cash,19.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-19,Wine,Bacardi,,90,UPI,34.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-05,Whisky,Smirnoff,,220,,20.0
Teja Wines – SN Padu,SN Padu,2025-07-05,Vodka,,5.0,150,UPI,31.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-27,Wine,Bacardi,2.0,300,UPI,62.0
Teja Wines – SN Padu,SN Padu,2025-12-18,Rum,,20.0,1000,Card,40.0
Teja Wines – Ongole,Ongole,2025-11-26,Whisky,Royal Stag,4.0,180,Cash,29.0
Teja Wines – SN Padu,SN Padu,2025-10-19,Whisky,,,150,UPI,55.0
Teja Wines – SN Padu,SN Padu,2025-09-08,Vodka,Signature,20.0,180,,35.0
Teja Wines – Ongole,Ongole,2025-12-20,Whisky,Kingfisher,1.0,120,Cash,30.0
Teja Wines – Ongole,Ongole,2025-12-16,Beer,Royal Stag,3.0,750,,40.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-31,Brandy,Royal Stag,3.0,90,,26.0
Teja Wines – SN Padu,SN Padu,2025-10-20,Wine,McDowell's,2.0,300,Cash,29.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-27,Wine,Kingfisher,1.0,220,Cash,27.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-25,Beer,Smirnoff,1.0,120,UPI,52.0
Teja Wines – Ongole,Ongole,2025-07-22,Rum,Signature,5.0,180,Cash,25.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-01,Beer,Royal Stag,10.0,150,,64.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-22,Beer,,,120,Cash,26.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-21,Rum,Bacardi,1.0,500,UPI,25.0
Teja Wines – Ongole,Ongole,2025-11-12,Whisky,Signature,2.0,180,UPI,41.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-27,Rum,,10.0,220,,59.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-17,Whisky,,20.0,750,Cash,35.0
Teja Wines – Ongole,Ongole,2025-07-16,Beer,Smirnoff,2.0,90,UPI,56.0
Teja Wines – SN Padu,SN Padu,2025-11-26,Beer,Royal Stag,,500,Card,23.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-06,Beer,Signature,4.0,180,,20.0
Teja Wines – SN Padu,SN Padu,2025-10-17,Beer,McDowell's,2.0,180,Card,21.0
Teja Wines – Ongole,Ongole,2025-08-07,Vodka,Royal Stag,,1000,Cash,31.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-13,Wine,,5.0,150,UPI,
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-13,Beer,Bacardi,,500,Card,58.0
Teja Wines – Ongole,Ongole,2025-08-25,Beer,,20.0,180,Card,30.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-19,Brandy,Bacardi,20.0,500,Cash,20.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-01,Brandy,Signature,3.0,500,Card,19.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-20,Beer,,,1000,Cash,34.0
Teja Wines – Ongole,Ongole,2025-11-10,Wine,Signature,1.0,500,Cash,27.0
Teja Wines – SN Padu,SN Padu,2025-12-18,Rum,McDowell's,5.0,220,,34.0
Teja Wines – Ongole,Ongole,2025-12-20,Whisky,Smirnoff,,750,UPI,36.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-18,Beer,Smirnoff,20.0,90,Card,38.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-28,Vodka,Kingfisher,10.0,750,Cash,21.0
Teja Wines – Ongole,Ongole,2025-11-16,Rum,McDowell's,2.0,300,Cash,31.0
Teja Wines – SN Padu,SN Padu,2025-12-12,Brandy,McDowell's,3.0,1000,UPI,57.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-22,Beer,Signature,5.0,220,Cash,59.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-31,Whisky,,10.0,750,UPI,19.0
Teja Wines – SN Padu,SN Padu,2025-07-14,Rum,Signature,20.0,300,UPI,30.0
Teja Wines – Ongole,Ongole,2025-11-12,Rum,,10.0,120,Card,28.0
Teja Wines – SN Padu,SN Padu,2025-08-22,Brandy,Signature,1.0,300,,59.0
Teja Wines – SN Padu,SN Padu,2025-11-12,Vodka,,10.0,1000,,20.0
Teja Wines – Ongole,Ongole,2025-07-28,Beer,Signature,2.0,750,,45.0
Teja Wines – Ongole,Ongole,2025-07-09,Wine,Bacardi,5.0,220,Cash,18.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-14,Brandy,,2.0,150,UPI,43.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-17,Whisky,Bacardi,20.0,180,,34.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-25,Rum,Royal Stag,4.0,750,,49.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-10,Vodka,Bacardi,5.0,220,Card,30.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-20,Beer,,4.0,1000,Cash,64.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-12,Brandy,,,220,Cash,36.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-17,Wine,Smirnoff,5.0,90,UPI,32.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-20,Beer,Signature,,90,,
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-26,Wine,Royal Stag,5.0,120,,31.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-21,Vodka,Royal Stag,5.0,220,Cash,59.0
Teja Wines – Ongole,Ongole,2025-12-16,Wine,Royal Stag,4.0,90,Card,57.0
Teja Wines – Ongole,Ongole,2025-11-08,Whisky,Bacardi,5.0,300,,23.0
Teja Wines – Ongole,Ongole,2025-12-10,Wine,Signature,20.0,500,Card,19.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-15,Rum,Signature,1.0,180,UPI,63.0
Teja Wines – Ongole,Ongole,2025-10-11,Vodka,Royal Stag,3.0,180,Cash,31.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-20,Brandy,,5.0,750,Card,61.0
Teja Wines – Ongole,Ongole,2025-09-30,Whisky,Kingfisher,,220,Card,50.0
Teja Wines – Ongole,Ongole,2025-08-21,Whisky,Kingfisher,20.0,90,UPI,44.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-22,Whisky,Kingfisher,,120,Cash,19.0
Teja Wines – Ongole,Ongole,2025-09-17,Beer,Smirnoff,5.0,750,UPI,54.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-28,Beer,Royal Stag,4.0,750,,39.0
Teja Wines – SN Padu,SN Padu,2025-10-16,Wine,McDowell's,10.0,150,Cash,36.0
Teja Wines – Ongole,Ongole,2025-08-22,Brandy,McDowell's,1.0,90,UPI,62.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-27,Vodka,Royal Stag,20.0,150,Card,55.0
Teja Wines – Ongole,Ongole,2025-07-11,Vodka,,1.0,150,Cash,26.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-09,Vodka,Smirnoff,10.0,500,Cash,49.0
Teja Wines – Ongole,Ongole,2025-12-13,Rum,Kingfisher,20.0,180,UPI,35.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-18,Beer,McDowell's,4.0,120,Cash,55.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-29,Brandy,Royal Stag,1.0,150,Card,20.0
Teja Wines – SN Padu,SN Padu,2025-11-04,Whisky,Smirnoff,2.0,180,UPI,33.0
Teja Wines – SN Padu,SN Padu,2025-11-27,Vodka,,20.0,500,UPI,19.0
Teja Wines – Ongole,Ongole,2025-09-25,Rum,Royal Stag,20.0,750,,59.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-19,Wine,Royal Stag,20.0,220,UPI,46.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-10,Vodka,Kingfisher,20.0,220,Card,40.0
Teja Wines – SN Padu,SN Padu,2025-07-25,Brandy,Smirnoff,,180,UPI,59.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-23,Vodka,McDowell's,4.0,1000,Cash,36.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-31,Wine,Bacardi,4.0,300,,22.0
Teja Wines – SN Padu,SN Padu,2025-10-10,Rum,,20.0,150,Card,25.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-26,Whisky,Royal Stag,5.0,120,Cash,20.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-08,Whisky,McDowell's,10.0,500,Card,41.0
Teja Wines – SN Padu,SN Padu,2025-09-15,Beer,Signature,2.0,500,Card,21.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-16,Rum,Kingfisher,4.0,90,Card,54.0
Teja Wines – SN Padu,SN Padu,2025-12-08,Wine,McDowell's,20.0,300,Card,
Teja Wines – Ongole,Ongole,2025-07-29,Brandy,Bacardi,10.0,1000,,49.0
Teja Wines – SN Padu,SN Padu,2025-11-16,Vodka,Smirnoff,3.0,300,,64.0
Teja Wines – Ongole,Ongole,2025-09-01,Vodka,Royal Stag,1.0,220,,55.0
Teja Wines – SN Padu,SN Padu,2025-10-12,Brandy,,4.0,180,Cash,22.0
Teja Wines – SN Padu,SN Padu,2025-07-03,Whisky,Signature,,150,,59.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-24,Whisky,,10.0,120,UPI,28.0
Teja Wines – Ongole,Ongole,2025-07-23,Wine,Signature,1.0,220,Cash,64.0
Teja Wines – SN Padu,SN Padu,2025-11-18,Brandy,Bacardi,,120,UPI,37.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-02,Beer,Kingfisher,1.0,150,Cash,58.0
Teja Wines – SN Padu,SN Padu,2025-08-21,Rum,Smirnoff,3.0,1000,,63.0
Teja Wines – Ongole,Ongole,2025-11-19,Beer,Signature,10.0,120,,55.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-02,Wine,Signature,4.0,90,Cash,34.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-26,Rum,Kingfisher,20.0,750,,26.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-27,Rum,,,120,Cash,61.0
Teja Wines – SN Padu,SN Padu,2025-10-10,Wine,Kingfisher,20.0,750,Cash,41.0
Teja Wines – SN Padu,SN Padu,2025-10-09,Beer,McDowell's,5.0,150,UPI,47.0
Teja Wines – SN Padu,SN Padu,2025-08-14,Wine,Bacardi,3.0,750,Card,63.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-20,Beer,Royal Stag,1.0,750,Card,33.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-30,Brandy,Kingfisher,5.0,180,Cash,46.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-20,Rum,Bacardi,1.0,120,UPI,61.0
Teja Wines – Ongole,Ongole,2025-07-12,Rum,,5.0,90,UPI,55.0
